video_id,title,channel_title,published_at,category_id,view_count,like_count,comment_count,duration,video_age_days,views_per_day,like_rate,comment_rate,engagement_rate
TKEVWvwOv_o,Wednesdays with JJ 12/30 (2020 finale),JJ Lin林俊傑,2020-12-30 11:39:29+00:00,10,33230,1062,87,PT22M33S,1967,16.89,0.031959073126692744,0.0026181161600962984,0.034577189286789045
2D0OdJ56Dw4,林俊傑 JJ Lin 《偉大的渺小 Little Big Us》 (Jazz Version) Official Lyric Video,JJ Lin林俊傑,2020-12-29 10:00:00+00:00,10,119029,2350,182,PT4M54S,1968,60.48,0.01974308781893488,0.0015290391417217652,0.021272126960656647
oLEYrYJMfBA,Wednesday’s with JJ 12/23,JJ Lin林俊傑,2020-12-23 09:51:49+00:00,10,40354,1294,127,PT43M23S,1974,20.44,0.032066214006046485,0.0031471477424790603,0.035213361748525546
majUOvaCsfs,林俊傑 JJ Lin 《修煉愛情 Practice Love》 (Jazz Version) Official Lyric Video,JJ Lin林俊傑,2020-12-22 04:00:02+00:00,10,640953,7944,503,PT5M40S,1976,324.37,0.01239404449312196,0.0007847689300151493,0.01317881342313711
4w1zOB0BFnk,林俊傑 JJ Lin《離開的那一些 The Lost Ones》Official Music Video,JJ Lin林俊傑,2020-12-19 12:00:04+00:00,10,1769891,13561,672,PT4M45S,1978,894.79,0.007662053764892866,0.0003796843986437583,0.008041738163536625
_Ah6fSDHTq4,林俊傑 JJ Lin《最好是 So Be It》Official Music Video,JJ Lin林俊傑,2020-12-16 12:00:09+00:00,10,6351806,35167,1872,PT4M57S,1981,3206.36,0.005536535593184049,0.00029471932864448314,0.005831254921828532
kiwEaNBt8w8,Wednesday’s with JJ 12/16,JJ Lin林俊傑,2020-12-16 11:52:16+00:00,10,22521,974,117,PT17M16S,1981,11.37,0.04324852360019538,0.005195151192220594,0.048443674792415965
jXMB0zH3m1k,林俊傑 JJ Lin 《Not Tonight》 (Tomorrow Sounds Good @SteveAoki  Remix) MV Behind the Scenes 幕後花絮,JJ Lin林俊傑,2020-12-15 04:00:09+00:00,10,31332,1046,127,PT8M6S,1983,15.8,0.033384399336141964,0.004053363972935019,0.037437763309076985
EWCHghaXuDU,Wednesdays with JJ 12/2,JJ Lin林俊傑,2020-12-02 11:52:45+00:00,10,29681,1008,122,PT19M17S,1995,14.88,0.033961119908358886,0.004110373639702167,0.038071493548061046
SOEhQ2NyO64,林俊傑 JJ Lin 《Not Tonight》 (Tomorrow Sounds Good Steve Aoki Remix) Official Music Video,JJ Lin林俊傑,2020-11-30 04:00:12+00:00,10,1420216,10288,942,PT6M9S,1998,710.82,0.007243968523097895,0.000663279388487385,0.00790724791158528
19Rax04fezE,林俊傑 JJ Lin 《Not Tonight》 (Tomorrow Sounds Good Steve Aoki Remix) Official Teaser 3,JJ Lin林俊傑,2020-11-29 06:00:00+00:00,10,20815,834,86,PT31S,1999,10.41,0.04006725918808551,0.004131635839538794,0.04419889502762431
dEksvzQSAd8,Wednesday’s with JJ 11/25,JJ Lin林俊傑,2020-11-25 11:24:59+00:00,10,32339,1154,145,PT20M32S,2002,16.15,0.03568446767061443,0.004483750270571137,0.040168217941185566
